N°,Question_Litterale,Propo 1,Propo 2,Propo 3,Propo 4,Bonne_Reponse,Rep_donnee,Niveau,N° famille,Nom famille,Commentaire,Ecran
10041,QUELLE EST LA LARGEUR DE LA BANDE DES 17 METRES EN FRANCE METROPOLITAINE ?,"18,068 à 18,168 MHz",100 kHz,"18,068 à 18,168 kHz",200 kHz,2,,1,0,Questions entrainement,"Attention de ne pas confondre limites et largeur.
LISEZ BIEN VOTRE QUESTION.",
10042,"QUELLE EST LA LARGEUR DE LA BANDE DES 430,00 MHZ EN FRANCE METROPOLITAINE ?",10 kHz,100 kHz,10 MHz,"0,7 mètres",3,,1,0,Questions entrainement,,
10043,QUELLE EST LA LARGEUR DE LA BANDE DES 23 CMS EN FRANCE METROPOLITAINE ?,60 MHz,60 kHz,"1240,000 à 1300,000 MHz","1260,000 à 1300,000 MHz",1,,1,0,Questions entrainement,"Attention de ne pas confondre limites et largeur.
LISEZ BIEN VOTRE QUESTION.",
10044,"QUELLE EST LA LARGEUR DE LA BANDE DES 144,0 MHZ EN FRANCE METROPOLITAINE ?",1 MHz,2 MHz,2 mètres,"144,000 à 146,000 kHz",2,,1,0,Questions entrainement,,
10045,"QUELLE EST LA LARGEUR DE LA BANDE DES 50,0 MHZ EN FRANCE METROPOLITAINE ?",2000 kHz,10 MHz,6 mètres,"0,2 MHz",1,,1,0,Questions entrainement,,
10046,QUELLE EST LA LARGEUR DE LA BANDE DES 15 METRES EN FRANCE METROPOLITAINE ?,350 kHz,"21,000 à 21,450 MHz",450 kHz,"21,000 à 21,350 kHz",3,,1,0,Questions entrainement,"Attention de ne pas confondre limites et largeur.
LISEZ BIEN VOTRE QUESTION.",
10047,"QUELLE EST LA LARGEUR DE LA BANDE DES 28,0 MHZ EN FRANCE METROPOLITAINE ?","28,000 à 29,700 MHz",1700 MHz,"1,7 MHz",10 mètres,3,,1,0,Questions entrainement,,
10048,QUELLE EST LA LARGEUR DE LA BANDE DES 12 METRES EN FRANCE METROPOLITAINE ?,"24,000 à 25,000 MHz",100 kHz,"24,890 à 29,990 MHz","24,890 à 24,990 kHz",2,,1,0,Questions entrainement,"Attention de ne pas confondre limites et largeur.
LISEZ BIEN VOTRE QUESTION.",
10049,"QUELLE EST LA LARGEUR DE LA BANDE DES 24,0 MHZ EN FRANCE METROPOLITAINE ?",100 kHz,1 MHz,10 MHz,1000 MHz,1,,1,0,Questions entrainement,,
10050,"QUELLE EST LA LARGEUR DE LA BANDE DES 21,0 MHZ EN FRANCE METROPOLITAINE ?",450 kHz,21 mètres,15 mètres,"21,000 à 21,450 MHz",1,,1,0,Questions entrainement,,
10051,QUELLE EST LA LARGEUR DE LA BANDE DES 10 METRES EN FRANCE METROPOLITAINE ?,"1,7 MHz",1700 Hz,"28,000 à 29,700 MHz","28,000 à 29,700 kHz",1,,1,0,Questions entrainement,"Attention de ne pas confondre limites et largeur.
LISEZ BIEN VOTRE QUESTION.",
10052,QUELLE EST LA LARGEUR DE LA BANDE DES 6 METRES EN FRANCE METROPOLITAINE ?,"50,000 à 52,000 MHz",2 MHz,"50,000 à 51,200 MHz",6 MHz,2,,1,0,Questions entrainement,"Attention de ne pas confondre limites et largeur.
LISEZ BIEN VOTRE QUESTION.",
10053,"QUELLE EST LA LARGEUR DE LA BANDE DES 18,0 MHZ EN FRANCE METROPOLITAINE ?",200 kHz,100 MHz,17 mètres,100 kHz,4,,1,0,Questions entrainement,,
10054,"QUELLE EST LA LARGEUR DE LA BANDE DES 14,0 MHZ EN FRANCE METROPOLITAINE ?",350 kHz,20 mètres,"14,000 à 14,450 MHz",450 kHz,1,,1,0,Questions entrainement,,
10055,QUELLE EST LA LARGEUR DE LA BANDE DES 2 METRES EN FRANCE METROPOLITAINE ?,1 MHz,2 MHz,"144,000 à 146,000 MHz","144,000 à 148,000 MHz",2,,1,0,Questions entrainement,"Attention de ne pas confondre limites et largeur.
LISEZ BIEN VOTRE QUESTION.",
10056,"QUELLE EST LA LARGEUR DE LA BANDE DES 10,0 MHZ EN FRANCE METROPOLITAINE ?",150 kHz,30 mètres,"10,100 à 10,150 MHz",50 kHz,4,,1,0,Questions entrainement,,
10057,"QUELLE EST LA LARGEUR DE LA BANDE DES 7,0 MHZ EN FRANCE METROPOLITAINE ?",40 mètres,"7,000 à 7,100 MHz",200 kHz,100 kHz,3,,1,0,Questions entrainement,,
10058,QUELLE EST LA LARGEUR DE LA BANDE DES 70 CMS EN FRANCE METROPOLITAINE ?,"434,000 à 435,000 MHz","430,000 à 440,000 MHz",10 MHz,6 MHz,3,,1,0,Questions entrainement,"Attention de ne pas confondre limites et largeur.
LISEZ BIEN VOTRE QUESTION.",
10059,"QUELLE EST LA LARGEUR DE LA BANDE DES 3,5 MHZ EN FRANCE METROPOLITAINE ?",400 kHZ,300 kHz,80 mètres,"3,500 à 3,800 MHz",2,,1,0,Questions entrainement,,
10060,"QUELLE EST LA LARGEUR DE LA BANDE DES 1,8 MHZ EN FRANCE METROPOLITAINE ?",40 kHz,160 mètres,20 kHz,100 kHz,1,,1,0,Questions entrainement,"La bande va de 1,810 à 1,850 MHz en région 1. Les limitres sont différentes en région 2 et 3 (respectivement 1,800-2,000 et 1,830-2,000 MHz)",
20001,-FORMULES EXACTES,aucune , 2 et 3,"1, 2, 3",2 et 4,1,,2,206,Électricité de base,"Les formules exactes sont : U = R x I ;
W = P x t
I = √ (P / R)
W (ou E) = U I t

",20001
20002,-FORMULES EXACTES,"1, 2 et 3",1 et 4 ,3 et 4,1 et 2,2,,2,206,Électricité de base,"Les formules exactes sont : 
Q = I x t
W (ou E) = ½ x C x U²",20002
20003,-FORMULES EXACTES,Imax = Ieff / √ 2,P = √ (R x I),P = U² / R,W = R x I x t ,3,,2,206,Électricité de base,"Les formules exactes sont : 
P = R I² 
Imax = Ieff x √ 2
W = U x I x t (ou W = R x I² x t)",20003
20005,-QUE MESURE-T-ON ?,résistance,tension ,puissance ,intensité ,4,,2,206,Électricité de base,L’appareil de mesure est un ampèremètre (on mesure ici l'intensité représentée par la flèche sur le circuit).,20005
20006,-QUE MESURE T-ON ?,tension,intensité,énergie,courant,1,,2,206,Électricité de base,"en connaissant R, on peut aussi mesurer une puissance.
Mais ce n’est pas une des réponses proposées…",20006
20007,AVEC QUOI MESURE T-ON UNE TRES FORTE INTENSITE,un galvanomètre,un ampèremètre thermique ,un analyseur de spectre,un vobulateur,2,,2,206,Électricité de base,,
20008,-PUISSANCE DISSIPEE PAR R,2 W , 4 W,36 W ,48 W,3,,2,206,Électricité de base,P = U x I = 3 x 12 = 36 W,20008
20009,-PUISSANCE DISSIPEE PAR R,"27,3 mW ","1,636 W","36,6 W",164 mW,4,,2,206,Électricité de base,"P = U² / R = 6 x 6 / 220 = 0,1636 W = 164 mW (arrondi)",20009
20010,-PUISSANCE DISSIPEE PAR R,60 mW ,100 W,10 mW,"16,7 W",1,,2,206,Électricité de base,"P = U² / R = 6 x 6 / 600 = 0,06 W = 60 mW",20010
20011,-PUISSANCE DISSIPEE PAR R,50 W ,5 W,500 mW,50 mW,2,,2,206,Électricité de base,"P = U x I = 100 x 0,05 = 5 W",20011
20012,-PUISSANCE DISSIPE PAR R,4 W ,108 W,36 W,"0,25 W",3,,2,206,Électricité de base,P = U x I = 12 x 3 = 36 W,20012
20013,-PUISSANCE DISSIPEE PAR R,270 mW, 27 W,"2,7 W",270 W,3,,2,206,Électricité de base,"P = RI² = 27000 x 0,01 x 0,01 = 2,7 W",20013
20014,-TENSION AUX BORNES DE LA PILE,500 mV," 2,5 V",50 V,5 V,4,,2,206,Électricité de base,"U = R x I = 100 x 0,05 = 5",20014
20015,-TENSION AUX BORNES DE LA PILE ?,"83,3 V",12 V,120 V ,"14,4 V",3,,2,206,Électricité de base,"U = R x I = 1200 x 0,1 = 120 V ",20015
20016,-QUELLE EST LA PUISSANCE DISSIPEE,"3,93 W","6,35 W","31,75 W","63,5 W",4,,2,206,Électricité de base,"P = U x I = 127  x 0,5  = 63,5 W",20016
20018,-TENSION AUX BORNES DE LA PILE ?,6 V ,12 V,2400 V,"0,3V",1,,2,206,Électricité de base,"U = R x I = 120 x 0,05 = 6 V",20018
20019,-QUELLE EST LA QUANTITE D'ELECTRICITE," 1,4  Ah",1125 C,675 C,250 C,2,,2,206,Électricité de base,"Q = 7,5A x 150 s = 1125 C. La valeur de R n'a pas à être connue et la fém de la pile ne sert à rien.",20019
20020,-QUELLE EST LA QUANTITE D'ELECTRICITE,150 C ,250 C,30 C,417 C,3,,2,206,Électricité de base,"Q = I x t = 0,6 A x 50 s = 30 C. La résistance ne sert à rien ni la tension aux bornes de la résistance.",20020
20021,-QUELLE EST LA PUISSANCE MINI,2 W,5 W,10 W,20 W,3,,2,206,Électricité de base,"P = U² / R = 90 x 90 / 1000 = 8,1 W. La résistance devra au moins dissipé 8 W. En répondant « 20 W », on utilise une résistance trop grosse.",20021
20022,-PUISSANCE MINIMUM RESISTANCE,250 mW,2 W,500 mW,1 W,4,,2,206,Électricité de base,"P = U² / R = 5 x 5 / 33 = 0,76 W. On retiendra la première puissance supérieure (1 watt) En répondant « 2 W », on utilise une résistance trop grosse.",20022
20023,- RESISTANCE EQUIVALENTE,"1,47 MΩ","14,7 MΩ",147 kΩ,320 kΩ,1,,2,202,Groupements de résistances,"470 kΩ = 0,47 MΩ ; RT = R1 + R2 = 1 + 0,47 = 1,47",20023
20024,-RESISTANCE EQUIVALENTE,100 Ω,1 kΩ,250 Ω,500 Ω,2,,2,202,Groupements de résistances,RT = R1+ R2 = 470 Ω + 530 Ω = 1000 Ω = 1 kΩ,20024
20025,-TENSION AUX BORNES DE LA RESISTANCE,15 V ,20 V,5 V,50 V,3,,2,202,Groupements de résistances,"IR2 = 10 / 1000 = 0,01 ; UR1 = 500 x 0 ,01 = 5. Lorsque les résistances sont montées en série, les tensions aux bornes des résistances sont proportionnelles à leurs valeurs. R1 est deux fois plus petite que R2, la tension à ses bornes est deux fois moindre.",20025
20026,-TENSION AUX BORNES R2,"6,87 V","27,13 V","15,13 V",12 V,3,,2,202,Groupements de résistances,"Répartition de la tension au pro-rata des résistances : UR2 = UT x [R2 / (R1 + R2)] = 22 x 3,3 / 4,8 = 15,13 V",20026
20027,-VALEUR DE R2,"5,6 kΩ",150 kΩ,56 kΩ,15 kΩ,3,,2,202,Groupements de résistances,"UR1 = UT – UR2 = 103 – 56 = 47 V ; IR1 = UR1 / R1 = 47 / 47000 = 0,001 = 1 mA ; R2 = UR2 / I = 56 / 0,001 = 56000 Ω = 56 kΩ",20027
20028,-QUELLE EST LA TENSION TOTALE,157 V,168 V,58 V,174 V,4,,2,202,Groupements de résistances,"IR1 = 3 / 1000 = 0,003 ; RT = 58 kΩ = 58000 Ω ; UT = R x I = 58000 x 0,003 = 174 V",20028
20029,-RESISTANCE EQUIVALENTE,545 Ω,2200 Ω,"5,45 kΩ",820 Ω,1,,2,202,Groupements de résistances,produit / somme = (1200 x 1000) / (1200 + 1000) = 545 Ω,20029
20030,-RESISTANCE EQUIVALENTE,6 Ω, 42 Ω,16 Ω,20 Ω,3,,2,202,Groupements de résistances,produit / somme = (8 x 24) / (8 + 24) = 192 / 32 = 6 ; 6 + 10 = 16,20030
20031,-RESISTANCE EQUIVALENTE,10 Ω," 47,5 Ω",15 Ω,"6,3 Ω",3,,2,202,Groupements de résistances,"R// = (10 x 30) / (10 + 30) = 7,5 ; 7,5 + 7,5 = 15",20031
20032,-RESISTANCE EQUIVALENTE,447 Ω,87 Ω,"41,6 Ω",416 Ω,2,,2,202,Groupements de résistances,Résistance du groupement dérivation = 120 / 3 = 40. En association avec la première résistance : 40 + 47 = 87,20032
20033,-RESISTANCE EQUIVALENTE,1 Ω,133 Ω,199 Ω,111 Ω,4,,2,202,Groupements de résistances,R// = 33 / 3 = 11 ; 100 + 11 = 111,20033
20034,-VALEUR DE RX,5 kΩ,10  kΩ,"7,5 kΩ","22,5 kΩ",2,,2,202,Groupements de résistances,Produit en croix : R = 15 x 2 / 3 = 10,20034
20035,-VALEUR DE RX,30 kΩ,10 kΩ,"7,5 kΩ",15 kΩ,4,,2,202,Groupements de résistances,"Produit en croix : R = 8 x 7,5 / 4 = 15",20035
20036,-VALEUR DE RX,10 Ω,"32,5 Ω",36 Ω,Impossible à  calculer,1,,2,202,Groupements de résistances,Produit en croix : R = 15 x 6 / 9 = 10,20036
20037,-CALCULER IR1,"3,05 A ","0,305 A","0,045 A",350 mA,2,,2,202,Groupements de résistances,"I dans résistance de 2,2 kΩ : 100/2200 = 0,04545 A ; IR1 = IR – 0,04545 = 0,304545 arrondi à 0,305 A",20037
20038,-CALCULER IR1,28 mA ,20 mA,10 mA,"0,1 A",3,,2,202,Groupements de résistances,"IR2 = UR2 / R2 = 24 / 1200 = 0,02 A = 20 mA. IR1 = IT – IR2 = 30 – 20 = 10 mA",20038
20039,-CALCULER IR1,12 mA,8 mA,"0,8 A","0,12 A",2,,2,202,Groupements de résistances,"IR2 = 12/1000 = 0,012 = 12 mA ; IR1 = IT – 12 mA = 20 – 12 = 8 mA",20039
20040,-CALCULER IR1,30 mA ,24 mA,"0,06 A",6 mA,4,,2,202,Groupements de résistances,"IR2 = 24 / 1000 = 0,024 = 24 mA ; IR1 = IT – 24 mA = 30 – 24 = 6 mA",20040
20041,-CALCULER U,tension infinie,"12,5 V ",15 V ,"27,5 V",4,,2,202,Groupements de résistances,"Tension aux bornes de la résistance de 3000 ohms = 15 V (0,005 x 3000) ; 
Intensité dans la résistance de 2000 ohms = 7,5 mA (15 / 2000) ; Intensité dans la résistance de 1000 ohms = 12,5 mA (5 + 7,5) ; Tension aux bornes de la résistance de 1000 ohms = 12,5 V (12,5 mA x 1000 ohms) ; 
Tension totale = 27,5 V (= 15 + 12,5 V)
",20041
20042,QUELLE EST LA PULSATION D'UN SIGNAL DE 50 HZ (EN RAD/S) ?,314,7.96,0.02,628,1,,2,207,Courants alternatifs,"Pulsation = 2 x p x F = 2 x 3,14 x 50 = 314",
20043,PULSATION D'UNE FREQUENCE DE 1 KHZ,628,"6,28","0,001",6280,4,,2,207,Courants alternatifs,"Pulsation = 2 x p x F = 2 x 3,14 x 1000 = 6280",
20044,QUELLE EST LA PULSATION D'UN SIGNAL DE 1000 HZ ?,6280,628,"0,001","6,28",1,,2,207,Courants alternatifs,"Pulsation = 2 x p x F = 2 x 3,14 x 1000 = 6280",
20045,QUELLE EST LA PULSATION D'UN SIGNAL DE 250 HZ ?,785,"0,004",500,1570,4,,2,207,Courants alternatifs,"Pulsation = 2 x p x F = 2 x 3,14 x 250 = 1570",
20046,QUELLE EST LA FREQUENCE D'UN SIGNAL DONT LA PERIODE DURE 500 MICROSECONDES ?,4 kHz,200 Hz,20 000 Hz,2 kHz,4,,2,207,Courants alternatifs,"500 µs = 0,000 5 secondes ; F = 1/t = 1 / 0,0005 = 2000 Hz = 2 kHz",
20047,QUELLE EST LA FREQUENCE D'UN SIGNAL DE PERIODE 500 MILLISECONDES,2 kHz,2 Hz,"0,2 Hz",20 Hz,2,,2,207,Courants alternatifs,"500 ms = 0,5 s ; F = 1/t = 1 / 0,5 = 2",
20048,DUREE D'UNE PERIODE D'UN SIGNAL DE FREQUENCE 10 KILOHERTZ ?,"0,001 seconde",10 µs,100 µs,10 ms,3,,2,207,Courants alternatifs,"t = 1/ F = 1 / 10000 = 0,0001 = 0,1 ms = 100 µs",
20049,DUREE D'UNE PERIODE D'UN SIGNAL DE FREQUENCE 10 HERTZ ?,1 ms,10 ms,100 ms,"0,01 seconde",3,,2,207,Courants alternatifs,"t = 1/ F = 1 / 10 = 0, 1 = 100 ms",
20050,PERIODE D'UN SIGNAL DE 100 HZ ?,1 ms,10 ms,100 ms,"0,1 seconde",2,,2,207,Courants alternatifs,"t = 1/ F = 1 / 100 = 0,01 = 10 ms",
20051,CALCULER LA DUREE D'UNE PERIODE D'UN SIGNAL DE 500 HERTZ,2 ns ,"0,02 s",20 ns,2 ms,4,,2,207,Courants alternatifs,"t = 1/ F = 1 / 500 = 0,002 s = 2 ms",
20052,-PERIODE T SIGNAL 250 HZ,40 ms ,4 ms,400 µs,"0,04 seconde",2,,2,207,Courants alternatifs,"t = 1/ F = 1 / 250 = 0,004 = 4 ms",20052
20053,QUELLE EST LA DUREE D'UNE PERIODE D'UN SIGNAL DE 10 HERTZ ?,1000 ms,10 ms,"0,1 ms",100 ms,4,,2,207,Courants alternatifs,"t = 1/ F = 1 / 10 = 0,1 s = 100 ms",
20054,-FREQUENCE DU SIGNAL 5MS / DIVISION,100 Hz ,25 Hz,50 Hz,200 Hz,3,,2,207,Courants alternatifs,"La période d’observation durait : 8 x 5 ms = 40 ms, il y avait 2 périodes, d’où 20 ms par période, d’où une fréquence de 50 Hz ( = 1 / 0,02)",20054
20055,"UN SIGNAL DE 100 HZ CORRESPOND A : 
1) UNE PERIODE DE 10 MILLISESONDES
2) UNE LONGUEUR D'ONDE DE 300 KILOMETRES
3) UNE PULSATION DE 628 RADIANS PAR SECONDES
4) UNE PERIODE DE 100 SECONDES","1, 2 et 3",1 et 2,2 et 4,1 et 3,4,,2,207,Courants alternatifs,"1 – bonne réponse (1 /100 = 0,01 = 10 ms) ; 
2 - faux: la longueur d’onde correspondant à 100 Hz est de 3.000 km ; 
3 – bonne réponse : pulsation  = 2 x pi x F = 6,28 x 100 = 628 rad/s ; 
4 – faux, voir 1 (t = 10 ms)",
20056,QUELLE EST LA VALEUR CRETE D'UN SIGNAL EFFICACE DE 12 VOLTS ?,24 V,"8,5 V",17 V,34 V,3,,2,207,Courants alternatifs,"12 x 1,414 = 17 V (réponse arrondie)",
20057,"10 VOLTS EFFICACES, QUELE EST LA TENSION CRETE ?",20 V,"7,07 V","28,28 V","14,14 V",4,,2,207,Courants alternatifs,"Umax = Ueff x 1,414 = 14,14 Vmax",
20058,TENSION CRETE D'UN SIGNAL DE TENSION EFFICACE 5 V,6 V,"3,53 V  ","14,14 V","7,07 V",4,,2,207,Courants alternatifs,"Umax = Ueff x 1,414 = 7,07 V ",
20059,VALEUR EFFICACE D'UNE TENSION CRETE A CRETE 622 VOLTS ?,220 V,311 V,"439,8 V",879 V,1,,2,207,Courants alternatifs,"Umax = Ucac / 2 = 622 / 2 = 311 
Ueff = Umax x 0,707 = 220 V(réponse arrondie)",
20060,TENSION CRETE DE 127 V EFF ?,153 V,90 V,180 V,254 V,3,,2,207,Courants alternatifs,"Umax = Ueff x 1,414 = 127 x 1,414 = 179,6 arrondi à 180",
20061,VALEUR EFFICADE D'UNE TENSION CRETE A CRETE 96 V ?,68 V ,34 V,136 V,272 V,2,,2,207,Courants alternatifs,"96 Vcàc = 48 Vmax ; 48Vmax x 0,707 = 33,94  arrondi à 34 Veff)",
20062,-TENSION CRETE SIGNAL 20W COAXIAL 75 OHMS,55 V , 39 V,75 V,110 V,1,,2,207,Courants alternatifs,"U = √ (P x R) = √ (1500) = 39 Volts efficaces (valeur arrondie) = 55 Volts crête. 

En considérant qu’il n’y a pas d’ondes stationnaires.",20062
20063,-INTENSITE CRETE PUISSANCE 40 W COAXIAL 50 OHMS,45 A ," 0,9 A",32 A,"1,27 A",4,,2,207,Courants alternatifs,"I = √ (P / R) = √ (40 / 50) = 0,9 A eff = 1,27 A crête (réponse arrondie).
En considérant qu’il n’y a pas d’ondes stationnaires.",20063
20064,-AUGMENTER CAPACITE CONDENSATEUR,1 et 2 , 1 et 4,3 et 4,1,1,,2,208,Condensateurs et bobines (séparés),l’affirmation 1 ne suffit pas. L'affirmation 2 a aussi le même effet sur la capacité du condensateur.,20064
20065,-ELEMENTS DETERMINANTS CAPACITE CONDENSATEUR,"1, 2, 3 et 4","1, 2 et 3 ",2 et 3,"2, 3 et 4",2,,2,208,Condensateurs et bobines (séparés),la tension n’a pas d’incidence sur la capacité,20065
20066,-CAPACITE DE CHARGE CONDENSATEUR,1 et 2,"1, 2 et 4","2, 3 et 4",1 et 4,4,,2,208,Condensateurs et bobines (séparés),La nature du matériau constituant les lames et la tension appliquée n’ont aucune incidence sur la valeur du condensateur.,20066
20067,-CAPACITE CONDENSATEUR,"1, 2 et 3",2 et 3,"2, 3 et 4","1, 3 et 4",2,,2,208,Condensateurs et bobines (séparés),La fréquence et la puissance du signal n’ont aucune incidence sur la valeur d’un condensateur.,20067
20068,-CAPACITE CONDENSATEUR,2 et 4 ,1 et 3,3 et 4,"1, 2 et 3",3,,2,208,Condensateurs et bobines (séparés),Les propositions 3 et 4  signifient la même chose,20068
20069,-ELEMENTS INFLUANTS VALEUR CONDENSATEUR,"2, 3 et 4 ","1, 2, 3 et 4","1, 2 et 3",2 et 4,1,,2,208,Condensateurs et bobines (séparés),"Dans la réponse « 2 et 4 », il manque la proposition 3",20069
20070,QUE FAIT LA CAPACITE D'UN CONDENSATEUR LORSQUE LA DISTANCE ENTRE LES ARMATURES EST DIVISEE PAR 2 ?,4C ,C/2,2C,C (inchangée),3,,2,208,Condensateurs et bobines (séparés),La valeur du condensateur est doublée,
20071,ON DOUBLE LA DISTANCE QUI SEPARE LES ARMATURES D'UN CONDENSATEUR PLAN,La capacité est divisée par 2 ,La capacité est quadruplée,La capacité ne change pas,La capacité est multipliée par 2,1,,2,208,Condensateurs et bobines (séparés),,
20072,-APTITUDE D'UN CONDENSATEUR EMMAGASINER ENERGIE,3 et 4 ,"1, 2, 3 et 4",1 et 2,"1, 2 et 4",4,,2,208,Condensateurs et bobines (séparés),"La formule qui définit l'énergie enmmagasinée dans un condensateur est : W = ½ x C x U². 
La valeur du consensateur intervient (surface et écartement des armatures) ainsi que la tension à ses bornes.",20072
20073,-QUANTITE ELECTRICITE,16 C ,34 C,6500 C,"0,016 C",4,,2,208,Condensateurs et bobines (séparés),"Q = C x U = 0,000 022 x 750 = 0,0165 arrondi à 0,016",20073
20074,-CAPACITE EQUIVALENTE,15 µF ,68 µF,10 µF,8 µF,3,,2,208,Condensateurs et bobines (séparés),"CT = (12 x 56) / (12 + 56) = 672 / 68 = 9,88 arrondi à 10",20074
20075,-CAPACITE EQUIVALENTE,400 µF ,"4,8 mF",480 µF,300 µF,4,,2,208,Condensateurs et bobines (séparés),1200 / 4 = 300,20075
20076,-CAPACITE EQUIVALENTE,"5,5 nF ",198 nF,33 nF,550 µF,1,,2,208,Condensateurs et bobines (séparés),"33 / 6 = 5,5.",20076
20077,CAPACITE EQUIVALENTE,45 µF ,"8,8 µF",88 µF,45 mF,1,,2,208,Condensateurs et bobines (séparés),Ceq = C1+C2 = 12 + 33 = 45,
20078,-CAPACITE EQUIVALENTE,1500 pF ,333 pF,"1,05 nF",501 nF,1,,2,208,Condensateurs et bobines (séparés),"CT = C1 + C2 = 1500 pF ou 1,5 nF",20078
20079,-CAPACITE EQUIVALENTE,2 nF ," 0,5 nF",1250 pF,50 pF,2,,2,208,Condensateurs et bobines (séparés),"C en // : 2 x 500 pF = 1 nF ; en série avec le condensateur de 1 nF : 1 nF / 2 = 0,5 nF",20079
20080,-CAPACITE EQUIVALENTE,7 pF ,"2,6 pF",21 pF,4 pF,2,,2,208,Condensateurs et bobines (séparés),"Condensateurs en // : 6 + 12 = 18 ; avec 3 pF en série : (3 x 18) / (3 + 18) = 2,57 pF, arrondi à 2,6 pF",20080
20081,QUE FAIRE POUR PASSER 200 PICOFARAD A 250 PICOFARAD ?,ajouter 1111 pF en parallèle ,ajouter 50 pF en série,ajouter 50 pF en parallèle ,ajouter 1111 pF en série,3,,2,208,Condensateurs et bobines (séparés),"Pour augmenter la capacité équivalente, il faut ajouter un condensateur en parallèle.
Formule : CT = C1 + C2",
20082,QUE DOIT-ON RAJOUTER A UN CONDENSATEUR DE 20 PICOFARADS POUR OBTENIR 25 PICOFARADS ?,ajouter un condensateur de 11 pF en parallèle ,ajouter un condensateur de 5 pF en série,ajouter un condensateur de 5 pF en parallèle,ajouter un condensateur de 11 pF en série,3,,2,208,Condensateurs et bobines (séparés),"Pour augmenter la capacité équivalente, il faut ajouter un condensateur en parallèle.
Formule : CT = C1 + C2",
20083,-VALEUR C2 POUR OBTENIR 200 UF,250 µF ,85 µF,300 µF,50 µF,4,,2,208,Condensateurs et bobines (séparés),Les condensateurs sont en parallèle : leur valeur s’additionne.,20083
20084,-Z= ?,227 Ω,"0,000 227 Ω",22 mΩ,"0,000 440 Ω",2,,2,208,Condensateurs et bobines (séparés),"Z = 1 / (2 x π x F x C) ou Z en ohms = 159 / F(MHz) / C(nF)  = 159 / 7 / 100 000 = 0,000 227

",20084
20085,IMPEDANCE D'UN CONDENSATEUR DE 50 PF A 432 MHZ ?,"7,4 Ω","135,6 Ω","21,6 Ω","10,8 Ω",1,,2,208,Condensateurs et bobines (séparés),"formule simplifiée : Z = 159 / F(MHz) / C(nF) = 159 / 432 / 0,05 = 7,36 ohms",
20086,DEPHASAGE INTRODUIT PAR UN CONDENSATEUR ?,180°,+ 90°,- 90°,pas de déphasage,3,,2,208,Condensateurs et bobines (séparés),La tension est en retard (-90°) par rapport l’intensité : il y a d’abord intensité puis tension,
20087,"QUE SE PASSE-T-IL SI, SUR UNE BOBINE, ON DOUBLE LE NOMBRE DE SPIRES ?",la valeur de la bobine est quadruplée ,la valeur de la bobine est doublée,la valeur de la bobine est divisée par 2,la valeur de la bobine est divisée par 4,1,,2,208,Condensateurs et bobines (séparés),"Ceci est vrai si on ne change pas la forme de la bobine, ce qui est difficilement réalisable...",
20088,QUE SE PASSE-T-IL SI ON DIMINUE DE MOITIE LE NOMBRE DE SPIRES D'UNE BOBINE,la valeur de la bobine est divisée par 2 ,La valeur de la bobine est quadruplée,la valeur de la bobine est doublée,la valeur de la bobine est divisée par 4,4,,2,208,Condensateurs et bobines (séparés),"Ceci est vrai si on ne change pas la forme de la bobine, ce qui est difficilement réalisable...",
